"sha256","bytes","relative_path"
"44255DD2A610C1998878C6B99BDB083C0284EBBA376D83B69E0B4ECD6C35976C","16007","audit_tools\phase17_round6_06_build_identity_hold_figure.py"
"4470B5BE5884FAF51D2365221DB90E1C95A6D49C63B648740DB1DA5EADD76D28","411033","_phase17_review_pack\20260806_120548\payload\03_results\onek1k_bcell_reference_context\figures\figure7_candidate_onek1k_bcell_reference_context.png"
"4470B5BE5884FAF51D2365221DB90E1C95A6D49C63B648740DB1DA5EADD76D28","411033","_phase17_review_pack\20260806_120548\payload\04_submission\advisor_report_2026-07-31\selected_results\figures_supplementary\Supplementary_Figure_S2_OneK1K_reference_context.png"
"4470B5BE5884FAF51D2365221DB90E1C95A6D49C63B648740DB1DA5EADD76D28","411033","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\figures_supplementary\Supplementary_Figure_S2_OneK1K_reference_context.png"
"4470B5BE5884FAF51D2365221DB90E1C95A6D49C63B648740DB1DA5EADD76D28","411033","03_results\onek1k_bcell_reference_context\figures\figure7_candidate_onek1k_bcell_reference_context.png"
"4470B5BE5884FAF51D2365221DB90E1C95A6D49C63B648740DB1DA5EADD76D28","411033","04_submission\_build_advisor_report_2026-07-31\assets\supplement2_full.png"
"4470B5BE5884FAF51D2365221DB90E1C95A6D49C63B648740DB1DA5EADD76D28","411033","04_submission\advisor_report_2026-07-31\selected_results\figures_supplementary\Supplementary_Figure_S2_OneK1K_reference_context.png"
"4470B5BE5884FAF51D2365221DB90E1C95A6D49C63B648740DB1DA5EADD76D28","411033","04_submission\package_genome_medicine_2026-07-27\figures_supplementary\Supplementary_Figure_S2_OneK1K_reference_context.png"
"4470B5BE5884FAF51D2365221DB90E1C95A6D49C63B648740DB1DA5EADD76D28","411033","04_submission\package_genome_medicine_2026-07-31\figures_supplementary\Supplementary_Figure_S2_OneK1K_reference_context.png"
"45EBE3C6DA7AFB81DA143515D0F24934B2A0A213B2D335529CBC5DD637856DC5","8297","_phase17_review_pack\20260806_120548\payload\00_project_management\pdf_inventory_2026-06-22.csv"
"45EBE3C6DA7AFB81DA143515D0F24934B2A0A213B2D335529CBC5DD637856DC5","8297","00_project_management\pdf_inventory_2026-06-22.csv"
"45F06ADBB7D0F85883108AD0E8F202672A3D1DD8164B2911A8113F70F272972D","4753","_phase17_review_pack\20260806_120548\payload\02_analysis\RUNBOOK_phase3_abc_apc_focus.md"
"45F06ADBB7D0F85883108AD0E8F202672A3D1DD8164B2911A8113F70F272972D","4753","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\analysis_code\RUNBOOK_phase3_abc_apc_focus.md"
"45F06ADBB7D0F85883108AD0E8F202672A3D1DD8164B2911A8113F70F272972D","4753","02_analysis\RUNBOOK_phase3_abc_apc_focus.md"
"45F06ADBB7D0F85883108AD0E8F202672A3D1DD8164B2911A8113F70F272972D","4753","04_submission\package_genome_medicine_2026-07-27\analysis_code\RUNBOOK_phase3_abc_apc_focus.md"
"45F06ADBB7D0F85883108AD0E8F202672A3D1DD8164B2911A8113F70F272972D","4753","04_submission\package_genome_medicine_2026-07-31\analysis_code\RUNBOOK_phase3_abc_apc_focus.md"
"45F1BA24507C56348A8C4D92558589DAB20D04269035DA0BAB4846A55280D1F4","215","_phase17_review_pack\20260806_120548\payload\03_results\gse135779_validation_readiness\tables\gse135779_metadata_summary.csv"
"45F1BA24507C56348A8C4D92558589DAB20D04269035DA0BAB4846A55280D1F4","215","03_results\gse135779_validation_readiness\tables\gse135779_metadata_summary.csv"
"45F1BA24507C56348A8C4D92558589DAB20D04269035DA0BAB4846A55280D1F4","215","04_submission\package_genome_medicine_2026-07-22\tables_validation\GSE135779_metadata_summary.csv"
"45F1BA24507C56348A8C4D92558589DAB20D04269035DA0BAB4846A55280D1F4","215","04_submission\package_working\tables_validation\GSE135779_metadata_summary.csv"
"461BA2A457A1D173FBBDD07F2ED8D658B8D85D4D548A59993ADA4AB40BEABD42","3137","04_submission\journal_submission\reproducibility\run_6013RP_round6_r1_hold_integration.ps1"
"461BA2A457A1D173FBBDD07F2ED8D658B8D85D4D548A59993ADA4AB40BEABD42","3137","audit_tools\run_6013RP_round6_r1_hold_integration.ps1"
"4626DC9D1D6AAA1F31B8316CBD69D032AE18E72044F900C145C814F47242BB58","60738","04_submission\package_genome_medicine_gateC8R_2026-08-20\figures\Figure1_disease_blind_identity_scope.pdf"
"4626DC9D1D6AAA1F31B8316CBD69D032AE18E72044F900C145C814F47242BB58","60738","phase17_v7\gateC8R\20260820_pre_submission_repair\figures\Figure1_disease_blind_identity_scope.pdf"
"468139CE12007893BC3E965A6AC5141A7D093D8E7EA68238B2AD70DD1A893CEA","20701","_phase17_review_pack\20260806_120548\payload\01_manuscript\manuscript_v3_upper_q1_working.md"
"468139CE12007893BC3E965A6AC5141A7D093D8E7EA68238B2AD70DD1A893CEA","20701","01_manuscript\manuscript_v3_upper_q1_working.md"
"468139CE12007893BC3E965A6AC5141A7D093D8E7EA68238B2AD70DD1A893CEA","20701","04_submission\package_genome_medicine_2026-07-22\main_text\manuscript_v3_upper_q1_working.md"
"468139CE12007893BC3E965A6AC5141A7D093D8E7EA68238B2AD70DD1A893CEA","20701","04_submission\package_working\main_text\manuscript_v3_upper_q1_working.md"
"46EE840F86CA33AA4F5FCE0A37EEFCB4DB23831533BBFA20400BAE50744F5D42","18720","04_submission\journal_submission\additional_files\source_data\Supplementary_Figure_S9_source_data.csv"
"46EE840F86CA33AA4F5FCE0A37EEFCB4DB23831533BBFA20400BAE50744F5D42","18720","phase17_v7\round6_q1_robustness\20260827_r1_hold_integration\source_data\Supplementary_Figure_S9_source_data.csv"
"4712B8FB8419EE475BBB10E3ADAA82E1ED36C894FBB5CB1EE541D0392F746986","290167","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\internal_qc\wps_render_main\final-page-19.png"
"4712B8FB8419EE475BBB10E3ADAA82E1ED36C894FBB5CB1EE541D0392F746986","290167","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\internal_qc\wps_render_main\final-page-19.png"
"4712B8FB8419EE475BBB10E3ADAA82E1ED36C894FBB5CB1EE541D0392F746986","290167","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\internal_qc\wps_render_main\final-page-19.png"
"472F990958E0B4ED8E0B77C03FD87D55302A7AA40501849E5403A32F782AC8AB","210","_phase17_review_pack\20260806_120548\payload\03_results\onek1k_cellxgene_inspection\tables\onek1k_manuscript_gene_presence.csv"
"472F990958E0B4ED8E0B77C03FD87D55302A7AA40501849E5403A32F782AC8AB","210","03_results\onek1k_cellxgene_inspection\tables\onek1k_manuscript_gene_presence.csv"
"472F990958E0B4ED8E0B77C03FD87D55302A7AA40501849E5403A32F782AC8AB","210","04_submission\package_genome_medicine_2026-07-22\tables_validation\OneK1K_manuscript_gene_presence.csv"
"472F990958E0B4ED8E0B77C03FD87D55302A7AA40501849E5403A32F782AC8AB","210","04_submission\package_working\tables_validation\OneK1K_manuscript_gene_presence.csv"
"4769DB2C724EF7F00281DE6329A09240851960C3BABFC1C09ECD94FEF207E4C4","5024","04_submission\journal_submission_im\reproducibility\docx_a11y_audit.py"
"4769DB2C724EF7F00281DE6329A09240851960C3BABFC1C09ECD94FEF207E4C4","5024","04_submission\journal_submission\reproducibility\docx_a11y_audit.py"
"4769DB2C724EF7F00281DE6329A09240851960C3BABFC1C09ECD94FEF207E4C4","5024","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\reproducibility\docx_a11y_audit.py"
"4769DB2C724EF7F00281DE6329A09240851960C3BABFC1C09ECD94FEF207E4C4","5024","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\reproducibility\docx_a11y_audit.py"
"4769DB2C724EF7F00281DE6329A09240851960C3BABFC1C09ECD94FEF207E4C4","5024","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\reproducibility\docx_a11y_audit.py"
"4769DB2C724EF7F00281DE6329A09240851960C3BABFC1C09ECD94FEF207E4C4","5024","audit_tools\docx_a11y_audit.py"
"4776E3BADA7EB3510FE25EEB92556FEF465BC472E717657A2FA342A0E8F69FA9","1510","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\internal_qc\phase7_regulatory_evidence_qc_2026-07-27.csv"
"4776E3BADA7EB3510FE25EEB92556FEF465BC472E717657A2FA342A0E8F69FA9","1510","04_submission\package_genome_medicine_2026-07-31\internal_qc\phase7_regulatory_evidence_qc_2026-07-27.csv"
"4776E3BADA7EB3510FE25EEB92556FEF465BC472E717657A2FA342A0E8F69FA9","1510","04_submission\phase7_regulatory_evidence_qc_2026-07-27.csv"
"485EC8B15834714105312C85D79778BBC208B482FA22AFF9ADD010627F92D3B6","5699","04_submission\journal_submission_im\references\reference_verification_gateC8BR.csv"
"485EC8B15834714105312C85D79778BBC208B482FA22AFF9ADD010627F92D3B6","5699","04_submission\journal_submission\references\reference_verification_gateC8BR.csv"
"485EC8B15834714105312C85D79778BBC208B482FA22AFF9ADD010627F92D3B6","5699","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\references\reference_verification_gateC8BR.csv"
"485EC8B15834714105312C85D79778BBC208B482FA22AFF9ADD010627F92D3B6","5699","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\references\reference_verification_gateC8BR.csv"
"485EC8B15834714105312C85D79778BBC208B482FA22AFF9ADD010627F92D3B6","5699","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\references\reference_verification_gateC8BR.csv"
"485EC8B15834714105312C85D79778BBC208B482FA22AFF9ADD010627F92D3B6","5699","phase17_v7\gateC8BR\20260825_release_portability_preflight\references\reference_verification_gateC8BR.csv"
"485EC8B15834714105312C85D79778BBC208B482FA22AFF9ADD010627F92D3B6","5699","phase17_v7\gateC8BRP\20260825_journal_facing_prefreeze\references\reference_verification_gateC8BR.csv"
"48E25238D647692A1AFCAAB972597A08B77D98551FDC1846C4BD731A430A1E74","3115","04_submission\package_genome_medicine_2026-07-22\submission_docs\upper_q1_validation_strategy_v1.md"
"48E25238D647692A1AFCAAB972597A08B77D98551FDC1846C4BD731A430A1E74","3115","04_submission\package_working\submission_docs\upper_q1_validation_strategy_v1.md"
"48E25238D647692A1AFCAAB972597A08B77D98551FDC1846C4BD731A430A1E74","3115","04_submission\upper_q1_validation_strategy_v1.md"
"49147F55FCEFA6564E40FEC4FA3DA31B09C2B8D2B8FF3E4EE94959DC1B1C8E5B","4305657","_phase17_review_pack\20260806_120548\payload\03_results\figure5_literature_signature_validation\tables\donor_state_literature_signature_scores_long.csv"
"49147F55FCEFA6564E40FEC4FA3DA31B09C2B8D2B8FF3E4EE94959DC1B1C8E5B","4305657","03_results\figure5_literature_signature_validation\tables\donor_state_literature_signature_scores_long.csv"
"49974E5F17D377A8EFC05127E0ACE20031F954EAF89F5E945BCC13F206AC6BC7","270559","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\internal_qc\wps_render_main\final-page-21.png"
"49974E5F17D377A8EFC05127E0ACE20031F954EAF89F5E945BCC13F206AC6BC7","270559","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\internal_qc\wps_render_main\final-page-21.png"
"4999CA363ED37CB8E691086B5BFA7A13BD14A78F95BAEAC70FCC0BE64AC3CEDA","1288","_phase17_review_pack\20260806_120548\payload\03_results\regulatory_evidence\gwas_loci\tables\target_gene_loci_grch38.csv"
"4999CA363ED37CB8E691086B5BFA7A13BD14A78F95BAEAC70FCC0BE64AC3CEDA","1288","_phase17_review_pack\20260806_120548\payload\03_results\regulatory_evidence\tables\target_gene_loci_grch38.csv"
"4999CA363ED37CB8E691086B5BFA7A13BD14A78F95BAEAC70FCC0BE64AC3CEDA","1288","03_results\regulatory_evidence\gwas_loci\tables\target_gene_loci_grch38.csv"
"4999CA363ED37CB8E691086B5BFA7A13BD14A78F95BAEAC70FCC0BE64AC3CEDA","1288","03_results\regulatory_evidence\tables\target_gene_loci_grch38.csv"
"49A150FEF6EC48F501578192CB4AAB0998D6F368D1880E62D63260562EA8562D","27","_phase17_review_pack\20260806_120548\payload\03_results\onek1k_cellxgene_inspection\tables\onek1k_top_disease_counts.csv"
"49A150FEF6EC48F501578192CB4AAB0998D6F368D1880E62D63260562EA8562D","27","03_results\onek1k_cellxgene_inspection\tables\onek1k_top_disease_counts.csv"
"49CB3ED44AAA7B814505C7C8DF3A793AC6A42CE038811E0B97CC0937A998C2EC","55","_phase17_review_pack\20260806_120548\payload\03_results\figure1_dataset_overview\tables\bcell_cell_type_counts.csv"
"49CB3ED44AAA7B814505C7C8DF3A793AC6A42CE038811E0B97CC0937A998C2EC","55","03_results\figure1_dataset_overview\tables\bcell_cell_type_counts.csv"
"4A43A2696594D2F2E7C1E500E224462420DB284A442437E13FBD61A1E7415D53","4886","_phase17_review_pack\20260806_120548\payload\02_analysis\scripts\16_state_fraction_sensitivity.py"
"4A43A2696594D2F2E7C1E500E224462420DB284A442437E13FBD61A1E7415D53","4886","02_analysis\scripts\16_state_fraction_sensitivity.py"
"4A93921986A94936A9A15681B6F898ED507E6EAC485A3426F5F5573B5B6FA782","604889","04_submission\journal_submission_im\figures\Figure4_independent_ifn_replication.png"
"4A93921986A94936A9A15681B6F898ED507E6EAC485A3426F5F5573B5B6FA782","604889","04_submission\journal_submission\figures\Figure4_independent_ifn_replication.png"
"4A93921986A94936A9A15681B6F898ED507E6EAC485A3426F5F5573B5B6FA782","604889","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\figures\Figure4_independent_ifn_replication.png"
"4A93921986A94936A9A15681B6F898ED507E6EAC485A3426F5F5573B5B6FA782","604889","phase17_v7\gateC8BRF\20260825_author_release\figures\Figure4_independent_ifn_replication.png"
"4B76696CA69EA8BC839828BBCAF2730D1F8A8D0EB90BEA118097E22004E3E407","5629","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_full\marker_refinement\raw_count_marker_refinement_summary.md"
"4B76696CA69EA8BC839828BBCAF2730D1F8A8D0EB90BEA118097E22004E3E407","5629","03_results\first_pass_bcell_full\marker_refinement\raw_count_marker_refinement_summary.md"
"4BD52B4C63C890F7AE85AF3332D0F86EA178D0C62E8207F9D33E09E2B034F8F4","2704","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\reproducibility\00_create_gateC8BR_release_env.ps1"
"4BD52B4C63C890F7AE85AF3332D0F86EA178D0C62E8207F9D33E09E2B034F8F4","2704","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\reproducibility\00_create_gateC8BR_release_env.ps1"
"4BD52B4C63C890F7AE85AF3332D0F86EA178D0C62E8207F9D33E09E2B034F8F4","2704","audit_tools\00_create_gateC8BR_release_env.ps1"
"4CB8C016C195180C3E631DA01C06F1C37B0C63ABBE52B8F4146C6EA48336B4F2","1331","_phase17_review_pack\20260806_120548\payload\04_submission\manuscript_structure_qc\manuscript_v3_structure_qc_2026-07-09.md"
"4CB8C016C195180C3E631DA01C06F1C37B0C63ABBE52B8F4146C6EA48336B4F2","1331","04_submission\manuscript_structure_qc\manuscript_v3_structure_qc_2026-07-09.md"
"4CB8C016C195180C3E631DA01C06F1C37B0C63ABBE52B8F4146C6EA48336B4F2","1331","04_submission\package_genome_medicine_2026-07-22\internal_qc\manuscript_v3_structure_qc_2026-07-09.md"
"4CB8C016C195180C3E631DA01C06F1C37B0C63ABBE52B8F4146C6EA48336B4F2","1331","04_submission\package_working\internal_qc\manuscript_v3_structure_qc_2026-07-09.md"
"4CD2EED8989D31748987DA7C4E543D4EDFF7C215EF96002A51673516DAE28663","213145","_phase17_review_pack\20260806_120548\payload\01_manuscript\proposal_basis_final_v4.docx"
"4CD2EED8989D31748987DA7C4E543D4EDFF7C215EF96002A51673516DAE28663","213145","01_manuscript\proposal_basis_final_v4.docx"
"4D04E51A9282E2BBB39DCBE7745D6978A46B1BCBD47FBC7C54DDD33964EAE075","52943","04_submission\journal_submission\figures_supplementary\Supplementary_Figure_S9_identity_boundary_and_propagation.pdf"
"4D04E51A9282E2BBB39DCBE7745D6978A46B1BCBD47FBC7C54DDD33964EAE075","52943","04_submission\journal_submission\portal_upload_optional\Supplementary_Figure_S9.pdf"
"4D04E51A9282E2BBB39DCBE7745D6978A46B1BCBD47FBC7C54DDD33964EAE075","52943","phase17_v7\round6_q1_robustness\20260827_r1_hold_integration\figures\Supplementary_Figure_S9_identity_boundary_and_propagation.pdf"
"4D209CE5C96A9FFDD363D0DB99DB1BE1A4B9077EADF3E2C43DAC10AF43AAC3FA","40559","04_submission\journal_submission\portal_upload_required\Cover_Letter.docx"
"4D209CE5C96A9FFDD363D0DB99DB1BE1A4B9077EADF3E2C43DAC10AF43AAC3FA","40559","04_submission\journal_submission\submission_docs\Cover_Letter.docx"
"4D26BA775AC7C6672843F4439EC259344BB86ADAB956C11D2355ACCBB73CA6DC","6186","phase17_v7\gateC8B\20260821_editorial_literature_preflight\02_PANEL_DATA_ASSERTIONS.json"
"4D26BA775AC7C6672843F4439EC259344BB86ADAB956C11D2355ACCBB73CA6DC","6186","phase17_v7\gateC8S\20260821_supplementary_traceability_freeze\02_PANEL_DATA_ASSERTIONS.json"
"4D3F0B88769B0A002592525BC5D33988D2BA7129580F06377EFB53E694D185BB","4658","_phase17_review_pack\20260806_120548\payload\00_project_management\phase4_targets_2026-06-29.md"
"4D3F0B88769B0A002592525BC5D33988D2BA7129580F06377EFB53E694D185BB","4658","00_project_management\phase4_targets_2026-06-29.md"
"4D5532FD7A8373BF9368CFCA51D59D89CBC3DE4D3A80E23D3BA425831008481A","3340","04_submission\cover_letter_genome_medicine_gateC8S_AUTHOR_COMPLETION_REQUIRED_2026-08-21.md"
"4D5532FD7A8373BF9368CFCA51D59D89CBC3DE4D3A80E23D3BA425831008481A","3340","04_submission\package_genome_medicine_gateC8S_2026-08-21\submission_docs\cover_letter_genome_medicine_gateC8S_AUTHOR_COMPLETION_REQUIRED_2026-08-21.md"
"4D62C0CA83691D3D743313B4C8C5AD3D65CF18EC4F1ED96FDCECF9A213D681C1","1068","_phase17_review_pack\20260806_120548\payload\03_results\figure5_literature_signature_validation\tables\abc_apc_signature_specificity_ranks.csv"
"4D62C0CA83691D3D743313B4C8C5AD3D65CF18EC4F1ED96FDCECF9A213D681C1","1068","03_results\figure5_literature_signature_validation\tables\abc_apc_signature_specificity_ranks.csv"
"4D69423BED3CF2D51A4B3777833A7801AE2D166140198992A2F15DB4F509E69C","285758","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\internal_qc\wps_render_main\final-page-20.png"
"4D69423BED3CF2D51A4B3777833A7801AE2D166140198992A2F15DB4F509E69C","285758","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\internal_qc\wps_render_main\final-page-20.png"
"4D8D375514ED34FB7A1CA4CB7A6BE43BFE8FDB47FCA2735E849F1A6E97A2AF17","323033","04_submission\package_genome_medicine_gateC8BR_release_portability_preflight_2026-08-25\internal_qc\wps_render_main\final-page-15.png"
"4D8D375514ED34FB7A1CA4CB7A6BE43BFE8FDB47FCA2735E849F1A6E97A2AF17","323033","04_submission\package_genome_medicine_gateC8BRF_author_release_2026-08-25\internal_qc\wps_render_main\final-page-15.png"
"4D8D375514ED34FB7A1CA4CB7A6BE43BFE8FDB47FCA2735E849F1A6E97A2AF17","323033","04_submission\package_genome_medicine_gateC8BRP_journal_facing_prefreeze_2026-08-25\internal_qc\wps_render_main\final-page-15.png"
"4E07614E3AF0DE8BE443C7AD153BB0DEE1C37995910A621D05758D11CF0AA198","162792","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_full\tables\state_level\donor_state_fractions.csv"
"4E07614E3AF0DE8BE443C7AD153BB0DEE1C37995910A621D05758D11CF0AA198","162792","03_results\first_pass_bcell_full\tables\state_level\donor_state_fractions.csv"
"4E0BDCC4FE3ABA7A2226F11210A3EC0B447A6264B703BD4F3B503B4DF81B414A","524199","04_submission\package_genome_medicine_gateC8R_2026-08-20\figures\Figure1_disease_blind_identity_scope.png"
"4E0BDCC4FE3ABA7A2226F11210A3EC0B447A6264B703BD4F3B503B4DF81B414A","524199","phase17_v7\gateC8R\20260820_pre_submission_repair\figures\Figure1_disease_blind_identity_scope.png"
"4E322F3F6B8F009B543B1B15071F7AB7CB5531839609EE920598C4E08814E229","403069","04_submission\document_qc\research_proposal_v14_2026-08-10_corrected_qc_r2\page-7.png"
"4E322F3F6B8F009B543B1B15071F7AB7CB5531839609EE920598C4E08814E229","403069","04_submission\document_qc\research_proposal_v14_2026-08-10_final_qc\page-7.png"
"4E322F3F6B8F009B543B1B15071F7AB7CB5531839609EE920598C4E08814E229","403069","04_submission\document_qc\research_proposal_v14_2026-08-10_final\page-7.png"
"4E322F3F6B8F009B543B1B15071F7AB7CB5531839609EE920598C4E08814E229","403069","04_submission\document_qc\research_proposal_v14_2026-08-10_r2\page-7.png"
"4E322F3F6B8F009B543B1B15071F7AB7CB5531839609EE920598C4E08814E229","403069","04_submission\document_qc\research_proposal_v14_2026-08-10\page-7.png"
"4E369BB2820E9AF7C45EE4B05B7987AC806AF01CF3713AB8BF3DD645404F1BDF","1136","_phase17_review_pack\20260806_120548\payload\04_submission\outputs\manuscript_2026-07-31\submission_document_qc_2026-07-31.md"
"4E369BB2820E9AF7C45EE4B05B7987AC806AF01CF3713AB8BF3DD645404F1BDF","1136","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\internal_qc\submission_document_qc_2026-07-31.md"
"4E369BB2820E9AF7C45EE4B05B7987AC806AF01CF3713AB8BF3DD645404F1BDF","1136","04_submission\outputs\manuscript_2026-07-31\submission_document_qc_2026-07-31.md"
"4E369BB2820E9AF7C45EE4B05B7987AC806AF01CF3713AB8BF3DD645404F1BDF","1136","04_submission\package_genome_medicine_2026-07-31\internal_qc\submission_document_qc_2026-07-31.md"
"4E593CE7F3A14E9775579630E6FADAD93A9718423B983FAB9D04939739193926","1629","_phase17_review_pack\20260806_120548\payload\02_analysis\scripts\publication_figure_style.py"
"4E593CE7F3A14E9775579630E6FADAD93A9718423B983FAB9D04939739193926","1629","_phase17_review_pack\20260806_120548\payload\04_submission\package_genome_medicine_2026-07-31\analysis_code\scripts\publication_figure_style.py"
"4E593CE7F3A14E9775579630E6FADAD93A9718423B983FAB9D04939739193926","1629","02_analysis\scripts\publication_figure_style.py"
"4E593CE7F3A14E9775579630E6FADAD93A9718423B983FAB9D04939739193926","1629","04_submission\package_genome_medicine_2026-07-27\analysis_code\scripts\publication_figure_style.py"
"4E593CE7F3A14E9775579630E6FADAD93A9718423B983FAB9D04939739193926","1629","04_submission\package_genome_medicine_2026-07-31\analysis_code\scripts\publication_figure_style.py"
"4E9BF403A8261BC02FF2721503878975D41D1BF9BD6B30D92AB00EE637F5F5E9","1397","_phase17_review_pack\20260806_120548\payload\01_manuscript\figure4_v1_legend_draft.md"
"4E9BF403A8261BC02FF2721503878975D41D1BF9BD6B30D92AB00EE637F5F5E9","1397","01_manuscript\figure4_v1_legend_draft.md"
"4F2488D761028507E72D0BF1563D2AD4ED957596623E9FB5085EE4955A56F195","2141","_phase17_review_pack\20260806_120548\payload\03_results\gse163121_bcell_validation\gse163121_bcell_validation_summary.md"
"4F2488D761028507E72D0BF1563D2AD4ED957596623E9FB5085EE4955A56F195","2141","03_results\gse163121_bcell_validation\gse163121_bcell_validation_summary.md"
"4F2488D761028507E72D0BF1563D2AD4ED957596623E9FB5085EE4955A56F195","2141","04_submission\package_genome_medicine_2026-07-22\internal_qc\gse163121_bcell_validation_summary.md"
"4F2488D761028507E72D0BF1563D2AD4ED957596623E9FB5085EE4955A56F195","2141","04_submission\package_working\internal_qc\gse163121_bcell_validation_summary.md"
"4F54C51EF365F6BACD197DB1D7BFCE95533CEE0FB27D5DAC4AF7EB552319EFCC","1418","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_full\marker_refinement\sensitivity\donor_state_fraction_tests_exclude_Naive_B_III_-_small_naive-like_cluster.csv"
"4F54C51EF365F6BACD197DB1D7BFCE95533CEE0FB27D5DAC4AF7EB552319EFCC","1418","03_results\first_pass_bcell_full\marker_refinement\sensitivity\donor_state_fraction_tests_exclude_Naive_B_III_-_small_naive-like_cluster.csv"
"4F61FBADA1BBA761DD5866A65505E09ED7F1AA7B144AB0A0E904A01F6055E926","3886","04_submission\package_genome_medicine_2026-07-22\submission_docs\submission_package_checklist_v1.md"
"4F61FBADA1BBA761DD5866A65505E09ED7F1AA7B144AB0A0E904A01F6055E926","3886","04_submission\package_working\submission_docs\submission_package_checklist_v1.md"
"4F61FBADA1BBA761DD5866A65505E09ED7F1AA7B144AB0A0E904A01F6055E926","3886","04_submission\submission_package_checklist_v1.md"
"4F724709DAB84D912A9F0809199C9562FDB48D3E1F527CD4F6A864DD48D4B1C2","56","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_full\tables\Antigen_presentation_genes_used.txt"
"4F724709DAB84D912A9F0809199C9562FDB48D3E1F527CD4F6A864DD48D4B1C2","56","_phase17_review_pack\20260806_120548\payload\03_results\first_pass_bcell_smoke_20k\tables\Antigen_presentation_genes_used.txt"
"4F724709DAB84D912A9F0809199C9562FDB48D3E1F527CD4F6A864DD48D4B1C2","56","03_results\first_pass_bcell_full\tables\Antigen_presentation_genes_used.txt"
"4F724709DAB84D912A9F0809199C9562FDB48D3E1F527CD4F6A864DD48D4B1C2","56","03_results\first_pass_bcell_smoke_20k\tables\Antigen_presentation_genes_used.txt"
"4F90C8F7A6A1D9239B3B4A649D954D00372CDF2DDC5353FE81C2140F1AB2F765","1867","04_submission\package_genome_medicine_gateC8R_2026-08-20\references\reference_verification_gateC8R.md"
"4F90C8F7A6A1D9239B3B4A649D954D00372CDF2DDC5353FE81C2140F1AB2F765","1867","04_submission\package_genome_medicine_gateC8S_2026-08-21\references\reference_verification_gateC8R.md"
"4F90C8F7A6A1D9239B3B4A649D954D00372CDF2DDC5353FE81C2140F1AB2F765","1867","phase17_v7\gateC8R\20260820_pre_submission_repair\references\reference_verification_gateC8R.md"
"50AC8C37AE91560BE33181EC034F03755120EA3DD2EA22CEDB9F0F3E1DE352F0","1560","_phase17_review_pack\20260806_120548\payload\03_results\regulatory_evidence\tables\gwas_locus_extraction_summary.csv"
"50AC8C37AE91560BE33181EC034F03755120EA3DD2EA22CEDB9F0F3E1DE352F0","1560","03_results\regulatory_evidence\tables\gwas_locus_extraction_summary.csv"
"5102BAFE54D8CE2F61CAA0DFCB382F8C1FC9241297B2CD3B940CCA3201D684F6","16977","phase17_v7\gateC4B\20260815_edger_transcription\07_PROGRAM_RESULTS.csv"
"5102BAFE54D8CE2F61CAA0DFCB382F8C1FC9241297B2CD3B940CCA3201D684F6","16977","phase17_v7\gateC8S\20260821_supplementary_traceability_freeze\full_statistical_results\transcription\GSE174188\07_PROGRAM_RESULTS.csv"
"511561DD81C42AA684C9165B8E2219ADBD7128A094749E1E3ACAB44BDECBB5F9","1869","phase17_v7\gateC2B2\_software_test_1000_v3\18_marker_coverage.csv"
"511561DD81C42AA684C9165B8E2219ADBD7128A094749E1E3ACAB44BDECBB5F9","1869","phase17_v7\gateC2B2\_software_test_5000\18_marker_coverage.csv"
"511561DD81C42AA684C9165B8E2219ADBD7128A094749E1E3ACAB44BDECBB5F9","1869","phase17_v7\gateC2B2\20260812_full_representation\18_marker_coverage.csv"
"511A4138F054AAAAC9556EB1B55D49299780D2249528245E2FB8438404066FC4","57887","01_manuscript\Manuscript.md"
